en,ja
I'm worried he might shake me off.,耕治さんといると 私―
"- Oh, one of the romantics, I think.",- ああ　ロマン派の1人だと思う
You don't have to do this.,これ以上やる必要はないわ
It's Louise Mortimer.,ルイーズ・モーティマーだ
"Daryl, this was Merle.",ダリル ここにはメルルが
I'm used to it. - What does that mean?,- どう言う意味だ？
- Help me up! - No.,引き上げてくれ!
DEC VT420 Terminal,DEC VT420 ターミナル
You're fired.,お前、首な
What load?,"""装填""って？"
"Oh, this feels like a Chateauneuf de Pape.",アア　これは シャトーヌフ・ド・パプだな
"- NEST Team, New Jersey - The military has just told us /they have assumed Condition Delta,",軍は警戒レベルをデルタとしました
Why do I matter so much?,私がそんなに重要なの？
"Yeah, just like the old days.",ああ　昔のように
- Think it's the Russians?,- ロシア人だと思う？
Keep her there.,逃がすなよ
Where is she?,どこ？
The woman who testified that she saw the killing had those same marks on the sides of her nose.,殺人を見たという女性にも 鼻の両側に同じ跡があった
"All right, everybody. Sookie needs her rest. It's time for y'all to go now.",皆さん スーキーは休むので お帰りください
And We placed high mountains as anchors in it and gave you sweet water to drink.,その上に山々を高く聳えさせ，また清鮮な水をあなたがたに飲ませたではないか。
I told you.,言っただろ
Let us always keep him in our hearts.,"""主は私を青草の原に休ませ ""憩いの水のほとりに伴い"
"Yeah, no offense, but... what he said.",うん　悪気は無いけど・・・ どういうこと？
It's Jack. Are you okay?,ジャックだ 大丈夫か？
"Now, get out of here. Get out!",さあ 早く出るぞ！
Turn around and walk back the way you came.,- 来るな　帰れ
moving and starting a new school and all the craziness that happened to us here.,新しい学校に 転校してからの ここで起こった 狂気の沙汰もな
May I have the number for Dr. George Shannan?,ジョージ・シャンナン先生の 番号は？
"""Murph and the Magic Tones?""",マーフ・アンド・マジックトーンズ...
Act friendly.,もっと仲良く
I am the Wizard Master.,魔法使いだ
But I had a hand.,だが　手を貸した 説明してくれ
"Wait. Come on, come on.",まて、さーさー
Okay.,オーケー
- The what?,- はあ?
"Yeah, for a long time after, I- - I didn't really sleep.",その後　ずっと眠れなかった
"What if we are on Earth now, just... another version of it?",今、見えてる景色も... 別バージョンの地球なら？
I bet I can guess her name.,ねぇ 当てさせて
- What do you want me to say?,- 私に何て行ってほしいの？
I/ O Nice level: %1 (%2),I/O 優先度: %1 (%2)
Please stay and help me.,滞在し、私を助けてください。
"Jackpot, baby!",ジャックポット、ベイビー！ -ウッホ～
Gonna get to high ground to find the river.,ゴナ川を見つけるために、高い地面に着きます。
I'm just gonna take the dog for a walk!,犬の散歩に行ってくる
"Covered up like they're old cars, just...set there unceremoniously, you know, like you set down a cup of tea.",使い古しの車みたいに　カバーをかけられて 何事も無かったように ただ放置されてる
Clear History?,履歴をクリアしますか？
"Sir, are you sure you're okay to do this interview?",インタビューに 答えてくれるんですよね？
"So now that you know all of my retirement plans, what has the man in the suit got planned after he hangs up the suit?",スーツを着た人はどうなの スーツを掛けた後 計画された事を理解した？
And the worst?,最悪だったのは?
Is this gonna take long?,-何をするつもり？
This is the first day of the rest of our lives.,今日は、これからの人生の最初の日だな
"No. Don't, please.",やめて　お願いだ
And that'd be you.,それがお前か
"Last night we had a tavern riot, a brothel fire, three stabbings and a drunken horse race down the Street of Sisters.",昨晩は、旅籠での騒ぎに 遊郭で火事 ３件の殺傷事件に シスターズ通りで酔っ払いの競馬がありました
There are still hundreds of Christian peasants on the islands off the coast.,キリシタンの百姓なんて 海沿いの島々に まだ何百人もいる
"So, what are we gonna do about this?",ここで脱げって言うのかい？
In your pocket. Pointed straight at my heart.,ポケットの中 私の心臓を真っ直ぐ狙ってる
Did I say reach? I misspoke.,失言だった　飛躍してた
- Alicia's on two.,- 2番にアリーシャから電話
David?,デビッドは？
Of the month.,今月です
Case solved?,事件は解決か？
Did you find the boys okay?,- ここまでの運転は？
"There was no escape. Whether you went right or left, it did not matter.",逃げ場がなく　右にも左にも 行く事が出来なかった事が
Noble and righteous.,気高く敬虔な（書記たち）。
That's amazing news.,素晴らしいわ
I little imagined that she would come.,彼女が来ようとは私は全然思いもしなかった。
Regarding the Pattern.,君の知らないことが
How'd you know I'd be here?,僕がここに来ると　どうしてわかった？
You probably did something wrong.,お前が見間違えたんだろ？
"And I'd always have, you know, these soirée affairs, and I'd have a curator with all these fetish kind of an, and I'd have these custom-made outfits, and I'd have an open bar.",夜の密会や フェチ芸術の 専門家がいたり 特注の服や オープンバー開いたり
♪ To give ♪,"""まだある事を"""
"And I've got this thing I gotta do, so I'll be seeing you.",ちょっと用を思い出したんで じゃあ　また
Mr. G.? Finished.,Ｇ先生 終わった
I see...,そう...
1x04,S01_E04
"Maybe you have, but if you think I want to stay cooped up in this place any longer than I have to, you're batty.",時間はいっぱいある 君はそうかも知れんが... .
I'm dead too.,僕も死んでるよ
Hmm.,うーん
"Impressive, Dragon Warrior. What's your plan?",格好いいね、ドラゴン戦士
I see you two gettin' on.,仲が良いね
So what are you saying?,何を言いたいの？
You...,あなたは
"I mean, you're stuck here at Quantico while Kent is on track to becoming Assistant Director.",あなたは教官で くすぶっているのに― ケントは着実に 次長への道を歩んでる
Madison's not dead.,マディソンは死んでない
"Moonrise at 7.04 pm, moonset...",月の出　１９時４分
"Do I look gay to you? - No, but, Jesus...","""果汁は圧搾に価値あり""だ"
Was anybody else absent?,他に誰か休んでいたか。
5.8,5.8
Who?,誰？
You're Justice?,ジャスティスか?
Coffee for the boss. This is all she drinks.,社長のコーヒー これしか飲まないの
What page is that?,ページには何が？
So what was his name?,それで　彼の名は？
What is this shit?,何だ これは？
There is a man traveling among you. His name is Murphy.,旅行中の男、 彼の名前はマーフィーです
Do we get married and suddenly buy buildings?,ワオ　急に結婚して 建物を買ったって?
You leaving? Bon fucking voyage.,もう帰るのだ ご機嫌よう
